Product Name,Brand Name,Price,Rating,Reviews,Sentiment,Cleaned_Reviews
Apple iPhone 5s 32GB (Space Gray) - Verizon Wireless,Apple,49.0,5,OK.,Positive,ok
Apple iPhone 5c 8GB GSM Unlocked Smartphone w/ 8MP Camera - Green,Apple,99.98,5,I've only had the phone for a few weeks but no problems so far! Arrived on time and the quality was as described.,Positive,ive phone week problem far arrived time quality described
"Apple iPhone 5s AT&T Cellphone, 16GB, Silver",Apple,139.95,3,IT was not totally fine. It has a rattle like the insides don't quite fit tightly. I am having some issues with it not responding to internet quickly. But this does not happen all the time.,Neutral,totally fine rattle like inside dont quite fit tightly issue responding internet quickly happen time
"Apple iPhone 5s AT&T Cellphone, 16GB, Silver",Apple,139.95,1,NOT WORKING ITEM,Negative,working item
Apple iPhone 4S 16GB Unlocked GSM - White (Certified Refurbished),Apple,129.99,4,As advertised,Positive,advertised
Apple iPhone 4S 32GB (Black) - AT&T,Apple,209.48,3,THE SELLER AND I ARE TRYING TO WORK OUT THE PROBLEMS WITH THIS PHONE. THE PHONE'S BATTERY WON'T HOLD A CHARGE TO BE A BRAND NEW PHONE. THEY ARE DOING EVERYTHING TO WORK WITH ME TO GET IT FIXED. WE BELIEVE IT'S A DEFECTIVE BATTERY FROM APPLE.,Neutral,seller trying work problem phone phone battery wont hold charge brand new phone everything work get fixed believe defective battery apple
Apple a1549 iPhone 6 64GB T-Mobile (silver),Unknown,309.99,3,"Phone is in good condition, but it was not in MINT condition as advertised.",Neutral,phone good condition mint condition advertised
Apple iPhone 5c 32GB - Unlocked - (Blue),Apple,224.77,5,The phone was unlocked and it works just like new!,Positive,phone unlocked work like new
Apple iPhone 5 16GB - Unlocked - Black (Certified Refurbished),Apple,124.0,1,The phone freezes A lot and my home button barely works,Negative,phone freeze lot home button barely work
Apple iPhone 4S 32GB Unlocked GSM Smartphone w/ 8MP Camera w/ Siri & iCloud - Black (Certified Refurbished),Unknown,149.99,5,Good,Positive,good
Apple iPhone 5c 32GB - Unlocked - (Green),Apple,224.77,4,It's a goodbye phone but I got 5 GB on it even though it say 8 GB,Positive,goodbye phone got gb even though say gb
Apple iPhone 4 Black Smartphone 32GB (AT&T),Unknown,135.0,5,"I bought this phone back in March, when there was no unlock available for it. So it sit in my house untouched. Granted I had already had a factory unlocked 4S. Anyway, a couple of weeks ago I remembered that I stuck in in my dresser drawer until there was a way to unlock it from AT&T.I found a website, [...] in which you pay $60 to a company in the UK and they'll unlock it via the IMEI number so when you log onto iTunes it will be recognized as a factory unlocked iPhone. Paid the $60, boom. Gave it to the wife and she loves it, and we're now on T-Mobile.So, back in March I paid $330 for it, plus $60 = $390. Which is $110.00 cheaper than what it's being sold for today. Very happy with this purchase!",Positive,bought phone back march unlock available sit house untouched granted already factory unlocked anyway couple week ago remembered stuck dresser drawer way unlock atti found website pay company uk theyll unlock via imei number log onto itunes recognized factory unlocked iphone paid boom gave wife love tmobileso back march paid plus cheaper sold today happy purchase
Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green,Apple,33.0,5,"works great, much faster than the 4s",Positive,work great much faster
Apple iPhone 5c 16GB (Pink) - AT&T,Apple,519.0,5,Broke in a couple of days,Positive,broke couple day
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,3,"I was excited to have gotten this phone in spring of 2013. I upgraded from an iPhone 3GS (yes I know I am behind on the times here). The phone carried so much memory and data that I was able to keep up with the new data downloads or whatever you call it. I never once had to erase or delete my apps and camera roll (as what I had to to do with my iPhone 3GS).Let's fast forward...I only used the phone for 11 months. Just right after I upgraded it to the new iOS (Spring 2014), my iPhone 4 acted up badly!! I couldn't get out of an app for how many times I hit the ""home"" button. It drove me crazy. And I couldn't even get into my call screen without having to hit home so many more times. I hated my phone because of the iOS that was downloaded at the time.I parted ways with my iphone4 (it was a sad moment) and left AT&T to be with Verizon.Verizon embraced me and got me the iPhone 5s. Yes it was a huge leap from the early iphone 4 to now an IPhone 5s (yea I felt like I was ballin' like a rockstar....until iphone 6 came out and then I ran out of memory on my 16gb iPhone 5s)....yea just because I left my iPhone 4 32gb for an IPhone 5s 16gb; I sure miss all those extra stored memory of my iphone4. It's not always greener on the other side. But damn that iOS upgrade that ruined my iPhone 4, otherwise me and the iPhone 4 would still be together no matter of upgraded phones I could've gotten. :(",Neutral,excited gotten phone spring upgraded iphone g yes know behind time phone carried much memory data able keep new data downloads whatever call never erase delete apps camera roll iphone gslets fast forwardi used phone month right upgraded new io spring iphone acted badly couldnt get app many time hit home button drove crazy couldnt even get call screen without hit home many time hated phone io downloaded timei parted way iphone sad moment left att verizonverizon embraced got iphone yes huge leap early iphone iphone yea felt like ballin like rockstaruntil iphone came ran memory gb iphone syea left iphone gb iphone gb sure miss extra stored memory iphone always greener side damn io upgrade ruined iphone otherwise iphone would still together matter upgraded phone couldve gotten
Apple iPhone 5c 8GB Unlocked GSM Smartphone - Green,Apple,115.0,1,"recieved this phone today, when i started to set it up I couldnt as it told me it had to be activated by a certain icloud account which was not mine!!!!!!!",Negative,recieved phone today started set couldnt told activated certain icloud account mine
Apple iPhone 4S 16GB Unlocked GSM - White (Certified Refurbished),Apple,129.99,5,On time and not other relevant comment.,Positive,time relevant comment
Apple iPhone 5c 32GB (Blue) - Verizon Wireless,Apple,103.94,1,"Received phone on time and it was ready to be connected to Verizon.UPDATED: 4 months after I got the phone the screen stopped working. No touch screen. It was obvious when I recieved it that the screen had been replaced, I'm guessing it was cheaply done. Do not recommend.",Negative,received phone time ready connected verizonupdated month got phone screen stopped working touch screen obvious recieved screen replaced im guessing cheaply done recommend
Apple iPhone 5s 32GB (Silver) - AT&T,Apple,43.95,5,Best item as described,Positive,best item described
Apple iPhone 5 32GB Factory Unlocked GSM Cell Phone - Black (Certified Refurbished),Apple,179.99,1,"The phone was sent to me with a faulty battery. The battery drained in less than an hour, so I had to take it to the Apple Store fo the battery to be replaced. So ended up paying additional money to fix a certified refurbished phone!",Negative,phone sent faulty battery battery drained less hour take apple store fo battery replaced ended paying additional money fix certified refurbished phone
Apple iPhone 5c 32GB (Yellow) - AT&T,Apple,224.77,1,"This cell phone had a total system failure after only 9 months. The cost to have it repaired is almost equal to the purchase price. But after taking the Iphone to the local Apple store who tried to identify the problem, we learned there is not an option for Apple to repair the phone. It turns out the phone was previously damaged & repaired by a non-Apple repair center using non-Apple approved parts. So we quickly learned all Apple warranties are voided & they will not even attempt to repair the modified phone for any price.",Negative,cell phone total system failure month cost repaired almost equal purchase price taking iphone local apple store tried identify problem learned option apple repair phone turn phone previously damaged repaired nonapple repair center using nonapple approved part quickly learned apple warranty voided even attempt repair modified phone price
Apple iPhone 5s 32GB (Silver) - AT&T,Apple,43.95,1,"Phone came in the mail dead with a scratch on the screen. Once I charged it up and tried it out, multiple letters on the keyboard did not work. To top it off, after one day of owning this ""good conditioned"" iPhone, the screen went completely bizarre. Terrible seller.",Negative,phone came mail dead scratch screen charged tried multiple letter keyboard work top one day owning good conditioned iphone screen went completely bizarre terrible seller
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",Unknown,99.99,1,Not Verizon compatible. Deceptive description,Negative,verizon compatible deceptive description
"Apple Iphone 4 - 8gb Sprint (CDMA) White, Smartphone, in box with all the accessories, clean esn!!",Unknown,149.99,5,"Recieved the package very quickly, much sooner than we expected.. And the product was just perfect! Phone was jus like brand new!ThanksTgauley",Positive,recieved package quickly much sooner expected product perfect phone jus like brand newthankstgauley
Apple iPhone 4S 32GB Unlocked GSM Smartphone w/ 8MP Camera w/ Siri & iCloud - Black (Certified Refurbished),Unknown,149.99,5,Good backup phone.,Positive,good backup phone
"Apple iPhone 5S 64GB GSM Unlocked, Gold (Certified Refurbished)",Unknown,305.95,5,Perfect!,Positive,perfect
Apple iPhone 5 16GB - Unlocked - White (Certified Refurbished),Apple,179.99,5,exelent,Positive,exelent
Apple iPhone 5s 32GB (Space Gray) - T-Mobile,Apple,192.0,5,Excellent seller!! 5 stars!! Will buy again for sure,Positive,excellent seller star buy sure
Apple iPhone 4S 32GB Unlocked GSM Smartphone w/ 8MP Camera w/ Siri & iCloud - Black (Certified Refurbished),Unknown,149.99,1,"Battery bad on ""refurbished"" Phone will not buy again",Negative,battery bad refurbished phone buy
"Apple iPhone 5 Unlocked Cellphone, 32GB, White",Apple,265.0,5,Sweet product! Quick delivery!,Positive,sweet product quick delivery
Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green,Apple,33.0,5,Works great!,Positive,work great
Apple iPhone 5c 32GB (White) - AT&T,Apple,279.95,5,Phone arrived on time and as promised. I am completely satisfied and would purchase again.,Positive,phone arrived time promised completely satisfied would purchase
Apple iPhone 5C 16GB GSM Unlocked 4G LTE Cell Phone - Green,Apple,138.97,5,Super cute and soft...,Positive,super cute soft
"Apple Iphone 4 - 8gb Sprint (CDMA) White, Smartphone, in box with all the accessories, clean esn!!",Unknown,149.99,1,"PHONE WAS NOT IN WORKING CONDITION, IT WAS MIS REPRESENTED.. PHONE DID NOT WORK AT ALL, A WASTE OF A LOT OF MONEY AND NOW NO RETURN, BE WARY OF THIRD PARTY SELLERS ON HERE, PHONE DOES NOT AND NEVER DID WORK WHEN IT WAS RECEIVED , HORRIBLE, HORRIBLE, HORRIBLE AM VERY UPSET",Negative,phone working condition mi represented phone work waste lot money return wary third party seller phone never work received horrible horrible horrible upset
Apple iPhone 5c 32GB - Unlocked - (White),Apple,219.99,5,a little scratched too..,Positive,little scratched
"Apple iPhone 5 Unlocked Cellphone, 32GB, White",Apple,265.0,4,all good,Positive,good
Apple iPhone 5c 8GB Unlocked GSM Smartphone - Green,Apple,115.0,5,Perfect. Just what I needed. Showed up on time and I got it activated in minutes. I'm typing this review with it right now.,Positive,perfect needed showed time got activated minute im typing review right
Apple iPhone 5c 8GB (Yellow) - Verizon Wireless,Apple,179.99,1,It was not enough memory storage and I hate to delete app lot. I want to trade to 16gb from 8gb!!,Negative,enough memory storage hate delete app lot want trade gb gb
"Apple iPhone 5s AT&T Cellphone, 16GB, Gold",Apple,109.99,5,"My wife's iPhone 4 died and she wanted a new one, but didn't want to commit to another 2-year contract. I bought this new from Amazon for $250 less than what Sprint would charge me.",Positive,wife iphone died wanted new one didnt want commit another year contract bought new amazon less sprint would charge
"Apple iPhone 4 8GB, Unlocked (Black)",Unknown,122.0,1,"0. !!! Just closed account, retreating of supervisors, needs to be expected.",Negative,closed account retreating supervisor need expected
Apple iPhone 5 64GB (Black) - AT&T,Apple,122.0,4,phone worked great for 2 weeks then the battery won't seem to hold a charge. taking it to apple store to see what the problem might be,Positive,phone worked great week battery wont seem hold charge taking apple store see problem might
"Apple iPhone 5c Factory Unlocked Cellphone, 8GB, Blue",Unknown,199.99,5,I was worried at first considering the low price but I'm very happy with the my 5c it had very very small scratches and I was able to put an ATT sim in before switching to cricket wireless.no problems.5 stars all day.,Positive,worried first considering low price im happy c small scratch able put att sim switching cricket wirelessno problem star day
Apple iPhone 5 64GB - Unlocked GSM Smartphone - Black (Certified Refurbished),Unknown,249.98,1,"didn't work, sent back",Negative,didnt work sent back
"Apple iPhone 4s 8GB Unlocked GSM Smartphone w/ Siri, iCloud and 8MP Camera - Black",Unknown,115.0,5,Perfect from start to finish!,Positive,perfect start finish
Apple iPhone 4S 32GB White - Unlocked,Unknown,155.0,1,"I'm very upset, the battery is not working properly. When it is charged, only last a couple of hours and when it shows 50% it turned off",Negative,im upset battery working properly charged last couple hour show turned
Apple iPhone 5s 32GB (Silver) - AT&T,Apple,43.95,4,Everything was as expected.,Positive,everything expected
"Apple iPhone 5 Unlocked Cellphone, 64GB, White",Apple,314.95,4,"After the Samsung Galaxy S3 debacle, I'm happy to report that the iPhone 5 is easy to setup, easy to use and isn't plagued with the myriad options, selections, and configurations of the Samsung Galaxy S3. If you want a powerful phone for business or pleasure, with an interface that is intuitive then this is the phone to go for. I must say, I had an iPhone 3 about 4 years ago, and sold it after 2 days, it was a disaster. The iPhone 5 on the other hand is a joy to hold, use and make phone calls from.",Positive,samsung galaxy debacle im happy report iphone easy setup easy use isnt plagued myriad option selection configuration samsung galaxy want powerful phone business pleasure interface intuitive phone go must say iphone year ago sold day disaster iphone hand joy hold use make phone call
Apple iPhone 5C 32GB Factory Unlocked GSM Cell Phone - Blue,Apple,274.95,5,"I bought this Apple iPhone 5C 32GB, for my daughter. and she thought it was new. Works like new look new and the battery last a long time too. Great price too. inserted my H20 nano card and worked quick.",Positive,bought apple iphone c gb daughter thought new work like new look new battery last long time great price inserted h nano card worked quick
Apple iPhone 5s 32GB (Gold) - AT&T,Apple,54.34,5,Excelent product. I'm so happy¡¡¡,Positive,excelent product im happy
Apple iPhone 5c 8GB (Yellow) - Verizon Wireless,Apple,179.99,5,EXCELLENT,Positive,excellent
"Apple iPhone 5c A1532, 8 GB, Factory Unlocked (Pink)",Apple,159.99,5,Met all expectations,Positive,met expectation
Apple iPhone 5c 32GB - Unlocked - (Yellow),Apple,224.77,1,damaged and would stick. could not use but I returned it,Negative,damaged would stick could use returned
Apple iPhone 5s 64GB (Gold) - Verizon Wireless,Apple,239.95,4,We returned the phone for a refund. Daughter insisted she told us she wanted the 6 something phone.,Positive,returned phone refund daughter insisted told u wanted something phone
"Apple iPhone 5s AT&T Cellphone, 16GB, Silver",Apple,139.95,5,It's wonderful,Positive,wonderful
"Apple Iphone 4 - 8gb Sprint (CDMA) White, Smartphone, in box with all the accessories, clean esn!!",Unknown,149.99,5,Love everything about the phoneIt's Apple almost everyone loves AppleI would recomend to anyoneMy friend will be getting one,Positive,love everything phoneits apple almost everyone love applei would recomend anyonemy friend getting one
Apple iPhone 5c 32GB (Blue) - AT&T,Apple,274.95,5,"I was nervous about getting a used phone,but so far I have not had any problems .It works and functions every bit as good as the new iPhone I had before someone stole in hospital lobby as I was charging it!..My contract wasn't up and I couldn't afford the 500~600 for another one!",Positive,nervous getting used phonebut far problem work function every bit good new iphone someone stole hospital lobby charging itmy contract wasnt couldnt afford another one
Apple iPhone 5s 32GB (Silver) - AT&T,Apple,43.95,4,"Arrived in 5 days - (green case on phone included) came with box, charger adapter and charger, and screen protector. Love, love, love it!!!",Positive,arrived day green case phone included came box charger adapter charger screen protector love love love
Apple iPhone 5 32GB (White) - Verizon Wireless,Apple,239.95,4,I just don't like wen it turn off wen it is on 20%,Positive,dont like wen turn wen
Apple iPhone 4S 16GB Unlocked GSM - White (Certified Refurbished),Apple,129.99,1,i love it lol,Negative,love lol
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",Unknown,99.99,5,Excelent!,Positive,excelent
"Apple iPhone 5s AT&T Cellphone, 16GB, Silver",Apple,139.95,1,this item was defective returned for credit,Negative,item defective returned credit
Apple iPhone 4S 64GB (Black) - Verizon,Apple,114.0,4,"The phone was in great condition, functions very well, only problem is with the battery life, but that is a given when you buy a used phone, the previous owner most likely wore it down. All and all a good buy. The phone was also shipped extreamly fast.",Positive,phone great condition function well problem battery life given buy used phone previous owner likely wore good buy phone also shipped extreamly fast
Apple iPhone 5 16GB Verizon Wireless CDMA 4G LTE Cell Phone - White,Apple,239.95,5,A+,Positive,
Apple iPhone 3GS A1303 16GB GSM Unlocked SmartPhone - Black,Apple,39.0,1,I bought one it works only one and have month then the mic does not work . I went to apple store they told me it out of guaranty it sold from apple since 2010 so I just loss my money,Negative,bought one work one month mic work went apple store told guaranty sold apple since loss money
Apple iPhone 5s 64GB (Gold) - Verizon Wireless,Apple,239.95,5,"Great product, great price!!",Positive,great product great price
Apple iPhone 5s 16GB (Space Gray) - Verizon Wireless,Apple,149.99,5,nice,Positive,nice
Apple iPhone 5c 8GB (Yellow) - Verizon Wireless,Apple,179.99,1,My phone was not factory unlocked!,Negative,phone factory unlocked
Apple iPhone 5c 32GB - Unlocked - (Yellow),Apple,224.77,5,"Awesome! 2 days delivery, perfect! *****",Positive,awesome day delivery perfect
Apple iPhone 5C 16GB White - Unlocked Cell Phones,Apple,135.0,4,good,Positive,good
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",Unknown,99.99,4,"Good price for an iphone. works a whole lot better than my old one. Soon as I get the hang of it, may give it five stars.lol",Positive,good price iphone work whole lot better old one soon get hang may give five starslol
Apple iPhone 5c 8GB (Green) - Verizon Wireless,Apple,124.95,5,This phone has been great. I received it in a new box with cord and headphones. I am upgrading already because 8G just isn't enough storage for me.,Positive,phone great received new box cord headphone upgrading already g isnt enough storage
Apple iPhone 4 16GB (Black) - AT&T,Apple,208.79,5,"Not a scratch on the product ,and shipped very quickly!",Positive,scratch product shipped quickly
Apple iPhone 5c 32GB - Unlocked - (Blue),Apple,224.77,5,Works great,Positive,work great
Apple iPhone 5s 64GB (Space Gray) - T-Mobile,Apple,92.86,5,"It's good, and the seller is very much accessible. I had a minor issue, he responded very well and resolved the issue. I am enjoying my mew phone.",Positive,good seller much accessible minor issue responded well resolved issue enjoying mew phone
"Apple iPhone 5 Unlocked Cellphone, 32GB, White",Apple,265.0,1,It's not New!!!,Negative,new
Apple iPhone 5s 64GB (Gold) -T-Mobile,Apple,265.0,5,my granddaughter loves it!,Positive,granddaughter love
Apple iPhone 5c 8GB (Yellow) - Verizon Wireless,Apple,179.99,5,good Price-quality relation.,Positive,good pricequality relation
Apple iPhone 5s 32GB (Gold) - AT&T,Apple,54.34,5,Works and looks like a new iPhone I'm more then happy with my new iPhone and would and will recommend this product.,Positive,work look like new iphone im happy new iphone would recommend product
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,1,"Have only had this phone for sub two weeks and have had nothing but issues out of the box. Constant freezing and crashing, i cant even use certain apps, my photos don't load and the phone straight up goes black screen and restarts at least once a day. Very unhappy customer at this point in time.",Negative,phone sub two week nothing issue box constant freezing crashing cant even use certain apps photo dont load phone straight go black screen restarts least day unhappy customer point time
Apple iPhone 4 32GB (Black) - AT&T,Apple,99.99,5,This was the first time I purchased a refurbished iPhone. It came in the original box and the cords looked brand new. The phone was in great shape and looked new also. I have not had any problems with this phone so far. I love iPhones and I like that this phone has 32 gb because I take a lot of pictures. I have not run out of room yet. I was really apprehensive about purchasing a refurbished phone but I'm glad I did. It saved me a lot of money buying it this way rather than a brand new phone. I wouldn't be able to tell the difference. It sounds great and runs perfectly like it is suppose to. I would defiantly purchase another refurbished phone again in the future.,Positive,first time purchased refurbished iphone came original box cord looked brand new phone great shape looked new also problem phone far love iphones like phone gb take lot picture run room yet really apprehensive purchasing refurbished phone im glad saved lot money buying way rather brand new phone wouldnt able tell difference sound great run perfectly like suppose would defiantly purchase another refurbished phone future
Apple iPhone 5 32GB Factory Unlocked GSM Cell Phone - Black (Certified Refurbished),Apple,179.99,5,This phone is great. The small annoyances of the 4S are gone with the 5. And buying refurbished is even better. A practically new phone for half the price? SOLD!,Positive,phone great small annoyance gone buying refurbished even better practically new phone half price sold
Apple iPhone 5s 64GB (Silver) - T-Mobile,Apple,265.0,5,"Definitely worth the extra dollars when compared to the 5, and the 5c. The fingerprint unlock system is clever and effective. The phone may seem smaller then what you imagined but in my opinion will not be an annoyance. The only warning I would give for users who are interested in buying a used product, please take into consideration that the battery life will not at it's best.",Positive,definitely worth extra dollar compared c fingerprint unlock system clever effective phone may seem smaller imagined opinion annoyance warning would give user interested buying used product please take consideration battery life best
Apple iPhone 5s 16GB Verizon + Unlocked GSM 4G LTE Smartphone - Gold,Unknown,89.99,5,Awesome. Thankyou,Positive,awesome thankyou
Apple iPhone 5s 32GB (Silver) - AT&T,Apple,43.95,1,"I purchased this phone new for my daughter's birthday. We started having trouble with it within a couple of months. When it finally would not take a charge at all I took it to a certified Apple repair shop. They took it apart and noticed damage on the inside of the phone and after further research noticed an aftermarket interior screen. This phone was not new, but had two different aftermarket parts and a randomly loose screw on the inside that didn't even belong in the phone. Of course this made any warranty void and the technician could no longer work on the phone because of this. I would not recommend this dealer to anyone after selling me a product under false pretenses.",Negative,purchased phone new daughter birthday started trouble within couple month finally would take charge took certified apple repair shop took apart noticed damage inside phone research noticed aftermarket interior screen phone new two different aftermarket part randomly loose screw inside didnt even belong phone course made warranty void technician could longer work phone would recommend dealer anyone selling product false pretense
Apple iPhone 5c 16GB (White) - Sprint,Apple,368.45,4,"Exactly what I wanted! Phone is in great condition.. Only problem was the SIM card was reported lost or stolen, so had to go to the sprint store and get a new one..",Positive,exactly wanted phone great condition problem sim card reported lost stolen go sprint store get new one
Apple iPhone 5s 16GB Verizon + Unlocked GSM 4G LTE Smartphone - Gold,Unknown,89.99,5,All Great!,Positive,great
Apple iPhone 5C 16GB White - Unlocked Cell Phones,Apple,135.0,1,damaged and would stick. could not use but I returned it,Negative,damaged would stick could use returned
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,1,"Phone does not work, it turns off by itself and does not hold charge.",Negative,phone work turn hold charge
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,3,It's not the best but it's pretty good for the price,Neutral,best pretty good price
Apple iPhone 5c 16GB (Yellow) - AT&T,Apple,248.0,5,It's working great! Has a few minor scratches but that's expected from a used iPhone.,Positive,working great minor scratch thats expected used iphone
Apple iPhone 4S 16GB (Black) - Verizon,Apple,224.77,4,I thought it would have come with a sim card,Positive,thought would come sim card
"Apple iPhone 5 Unlocked Cellphone, 32GB, White",Apple,265.0,5,"la experiencia cuando lo saque de la caja fue lo que esperaba, es un excelente equipo.. el diseño, color, tamaño",Positive,la experiencia cuando lo saque de la caja fue lo que esperaba e un excelente equipo el diseo color tamao
"Apple iPhone 5c A1532, 8 GB, Factory Unlocked (Pink)",Apple,159.99,5,Phone was in good condition and works perfectly..,Positive,phone good condition work perfectly
Apple a1549 iPhone 6 64GB T-Mobile (silver),Unknown,309.99,5,Awesome,Positive,awesome
Apple iPhone 5 16GB - Unlocked - Black (Certified Refurbished),Apple,124.0,1,had it for 2 weeks and then it just stopped working. Went to Apple store and they said that when I got it it must have been broken.,Negative,week stopped working went apple store said got must broken
Apple iPhone 5c 16GB (Yellow) - AT&T,Apple,248.0,5,Phone arrived on time and as promised. I am completely satisfied and would purchase again.,Positive,phone arrived time promised completely satisfied would purchase
Apple iPhone 5c 8GB White - AT&T,Apple,103.6,5,"Very good condition.........fast comunication with the seller about the iPhone.but too bad the AT&T iPhone is still under contract so can not unlock it and I use the t mobile , so I return it",Positive,good conditionfast comunication seller iphonebut bad att iphone still contract unlock use mobile return
Apple iPhone 5c 32GB (Pink) - AT&T,Apple,540.0,1,I ordered an unlocked phone for my son for christmas but unfortunately he cannot use it as it is blocked. We are both very disappointed and unsatisfied. I ordered several times from Amazon and never had any problems. And suddenly my two last orders were a disaster.,Negative,ordered unlocked phone son christmas unfortunately cannot use blocked disappointed unsatisfied ordered several time amazon never problem suddenly two last order disaster
Apple iPhone 5s 32GB (Gold) - AT&T,Apple,54.34,1,Said that the new. Phone scratched ...Do not get in touch. Said that you can unlock ....And it is not true,Negative,said new phone scratched get touch said unlock true
Apple iPhone 4 32GB (Black) - AT&T,Apple,99.99,3,"Would of liked a printed booklet of how to set things up.I am senor citizen & need to read something other than on just phone..Had to purchase ""how to book""",Neutral,would liked printed booklet set thing upi senor citizen need read something phonehad purchase book
"Apple iPhone 5c AT&T Cellphone, 16GB, Blue",Apple,124.0,5,"Still adjusting to this phone, but I love it",Positive,still adjusting phone love
5.5-Inch Unlocked Lenovo A850 3G Smartphone-(960x540) Quad Core 4GB MT6582m 1331MHz Android 4.2 Dual Camera +Dual SIM -Black (Rooted + Google Play),Unknown,161.06,5,feliz exelente,Positive,feliz exelente
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",Alcatel,129.0,5,Bought this phone for my wife and she loves it.,Positive,bought phone wife love
Apple iPhone 5c 32GB - Unlocked - (Yellow),Apple,224.77,1,"The phone powered on once, shut off and did not turn back on. The time it did come on, I got a ""white screen of death"" and had to manually restart it. This was incredibly frustrating and irritating.",Negative,phone powered shut turn back time come got white screen death manually restart incredibly frustrating irritating
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299.0,5,"I've been a long time user of the iPhone. I finally got sick of it and sold it. I just wanted a simple phone. After going through about 3 of them, this fits the bill very well. The texting interface is very nice and intuitive. The battery life is stellar. It connects to the internet just fine. I can check my email in case of emergency, look up directions, etc. Basically everything I was able to do with my smartphone, without the bells and whistles. Having a physical keyboard is quite nice too. The OS seems very stable and snappy. You have things like calendar, todo, memos, etc.Backup is a snap. Just insert an SD card and go to Settings to back it up. No more iTunes! If you want to add music or podcasts, just plug it into the computer, copy paste to the SD card and you're done.I would buy this phone again definitely if I broke or lost it.",Positive,ive long time user iphone finally got sick sold wanted simple phone going fit bill well texting interface nice intuitive battery life stellar connects internet fine check email case emergency look direction etc basically everything able smartphone without bell whistle physical keyboard quite nice o seems stable snappy thing like calendar todo memo etcbackup snap insert sd card go setting back itunes want add music podcasts plug computer copy paste sd card youre donei would buy phone definitely broke lost
"Apple iPhone 5s A1533 Unlocked Smartphone with GSM, 4G LTE, 16GB , 1GB RAM, 8 MP (Gold)",Apple,289.95,5,love apple products,Positive,love apple product
Apple iPhone 5s 16GB (Gold) - T-Mobile,Apple,279.99,5,"Prompt delivery,good price,no problems or issues.",Positive,prompt deliverygood priceno problem issue
"Apple iPhone 5c Factory Unlocked Cellphone, 8GB, Blue",Unknown,199.99,1,"I ordered a blue 5c with 8 gigs, I got a beat up white 5c with 4 gigs. I'm thinking about returning it, but I can't go without a phone for long and I'm not sure how long it'll take for them to get me the right one. I'm bummed out.",Negative,ordered blue c gig got beat white c gig im thinking returning cant go without phone long im sure long itll take get right one im bummed
Apple iPhone 5c 32GB (Pink) - Verizon Wireless,Apple,159.99,5,Gizmo trader took great care of me and the phone was described to a T down to a scratch on the corner......very good company and even better products,Positive,gizmo trader took great care phone described scratch cornervery good company even better product
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",Unknown,99.99,5,i love this phone i love the size and the strength definitely my everyday device i love it,Positive,love phone love size strength definitely everyday device love
Apple iPhone 5c 32GB (White) - AT&T,Apple,279.95,5,The phone arrived earlier than anticipated and it is absolutely as good as new. I am very pleased and will definitely work with this seller when my husband purchases a new phone in a few months. No complaints at all!,Positive,phone arrived earlier anticipated absolutely good new pleased definitely work seller husband purchase new phone month complaint
Apple iPhone 4S 16GB (Black) - Locked to Sprint,Apple,53.0,5,"Awesome product, in condition as described.",Positive,awesome product condition described
Apple iPhone 5C 16GB White - Unlocked Cell Phones,Apple,135.0,5,Excellent.,Positive,excellent
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",Unknown,99.99,4,I've had the phone for a few months now and is still working pretty good..,Positive,ive phone month still working pretty good
Apple iPhone 5c 16GB (Green) - Sprint,Apple,605.0,5,It met all my expectations from the seller the phone was a Xmas gift for my daughter and she is super happy with her phone,Positive,met expectation seller phone xmas gift daughter super happy phone
"Apple iPhone 4s 8GB Unlocked GSM Smartphone w/ Siri, iCloud and 8MP Camera - Black",Unknown,115.0,5,This was a gift for my nephew. He's loving his new phone. Much better than what he have before.,Positive,gift nephew he loving new phone much better
Apple iPhone 5c 8GB (Yellow) - Verizon Wireless,Apple,179.99,4,It works fine! No issues so far! Good purchase ',Positive,work fine issue far good purchase
